AETHALOMETER
Serial number = AE33-S07-00604
Application version = 1.4.2.0
Number of channels = 7

Date(yyyy/MM/dd); Time(hh:mm:ss); Timebase; RefCh1; Sen1Ch1; Sen2Ch1; RefCh2; Sen1Ch2; Sen2Ch2; RefCh3; Sen1Ch3; Sen2Ch3; RefCh4; Sen1Ch4; Sen2Ch4; RefCh5; Sen1Ch5; Sen2Ch5; RefCh6; Sen1Ch6; Sen2Ch6; RefCh7; Sen1Ch7; Sen2Ch7; Flow1; Flow2; FlowC; Pressure(Pa); Temperature(°C); BB(%); ContTemp; SupplyTemp; Status; ContStatus; DetectStatus; LedStatus; ValveStatus; LedTemp; BC11; BC12; BC1; BC21; BC22; BC2; BC31; BC32; BC3; BC41; BC42; BC4; BC51; BC52; BC5; BC61; BC62; BC6; BC71; BC72; BC7; K1; K2; K3; K4; K5; K6; K7; TapeAdvCount;
2018/08/24 02:23:00 60 904023 758181 835321 939408 820825 874376 939238 814037 872104 902235 804989 850990 844959 850091 892016 657091 904899 913479 713316 910902 913211 3780 1213 4993 101325 21.11 17.3 29 41 0 0 10 10 00000 29 36 47 38 22 -10 23 31 37 32 49 115 51 13 28 13 37 67 38 19 79 19 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 02:24:00 60 903956 758104 835259 939345 820746 874312 939171 813965 872042 902135 804896 850899 844922 850044 891966 657058 904853 913430 713265 910828 913151 3780 1213 4993 101325 21.11 51.7 29 40 0 0 10 10 00000 29 20 0 22 27 18 29 18 -1 19 6 -14 6 15 50 16 1 19 1 18 -34 19 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 02:25:00 60 904004 758109 835292 939395 820773 874341 939219 813982 872078 902219 804960 850978 844958 850063 892003 657084 904870 913461 713333 910911 913239 3780 1213 4993 101325 21.11 100.0 28 38 0 0 10 10 00000 29 34 31 37 19 58 20 31 32 33 16 1 17 27 5 27 36 31 37 8 -6 8 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 02:26:00 60 903939 758042 835234 939361 820712 874306 939184 813924 872030 902205 804914 850961 844955 850037 891978 657059 904821 913436 713289 910850 913181 3780 1214 4994 101325 21.11 100.0 29 41 0 0 10 10 00000 29 12 -6 13 36 11 38 35 57 37 49 16 51 35 100 37 28 -58 29 10 11 10 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 02:27:00 60 903967 758033 835240 939348 820682 874290 939182 813910 872032 902220 804913 850957 844938 850013 891972 657065 904816 913438 713275 910813 913153 3780 1213 4993 101325 21.11 0.0 29 40 0 0 10 10 00000 28 31 54 34 21 13 22 16 -14 16 21 78 22 11 -55 11 26 38 26 40 65 41 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 02:28:00 60 904024 758055 835277 939383 820695 874324 939212 813922 872054 902263 804947 851013 844996 850052 892015 657108 904864 913486 713321 910849 913199 3780 1213 4993 101325 21.11 0.0 28 41 0 0 10 10 00000 29 25 43 27 20 -5 21 18 22 19 6 -66 7 30 83 31 22 70 22 47 83 48 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 02:29:00 60 903978 757993 835216 939356 820649 874285 939198 813886 872032 902265 804939 851008 844936 849978 891965 657066 904794 913421 713272 910797 913152 3780 1213 4993 101325 21.11 0.0 29 41 0 0 10 10 00000 29 23 51 25 25 46 27 30 33 32 14 30 15 21 -61 22 23 39 24 -22 -101 -22 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 02:30:00 60 903990 757982 835225 939376 820645 874302 939200 813876 872034 902312 804955 851038 844966 849995 891989 657096 904823 913462 713323 910842 913196 3780 1213 4993 101325 21.11 0.0 28 39 0 0 10 10 00000 29 20 6 22 24 5 26 15 -1 16 38 61 39 20 35 21 24 4 24 42 137 43 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 02:31:00 60 903956 757930 835189 939346 820601 874269 939186 813840 872000 902236 804874 850965 844922 849938 891930 657020 904705 913348 713267 910762 913126 3780 1213 4993 101325 21.11 18.3 28 41 0 0 10 10 00000 29 23 13 25 20 17 21 30 77 32 19 6 20 20 57 20 26 50 26 18 -11 18 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 02:32:00 60 903936 757885 835166 939336 820576 874250 939195 813836 872005 902223 804858 850958 844944 849948 891951 657046 904734 913380 713222 910696 913073 3780 1214 4994 101325 21.11 7.6 29 41 0 0 10 10 00000 29 27 12 30 18 32 20 15 12 16 6 -23 7 19 10 19 13 25 13 18 -30 18 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 02:33:00 60 903937 757865 835158 939360 820572 874258 939200 813832 872012 902299 804913 851022 844952 849942 891956 657070 904771 913428 713266 910745 913125 3780 1213 4993 101325 21.11 95.1 28 39 0 0 10 10 00000 29 20 24 22 28 48 30 11 -9 11 19 33 19 22 16 22 -8 -87 -8 15 28 15 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 02:34:00 60 903908 757814 835135 939334 820525 874231 939168 813783 871977 902260 804856 850980 844921 849907 891920 657032 904685 913352 713228 910680 913073 3780 1214 4994 101325 21.11 0.0 29 41 0 0 10 10 00000 29 26 -10 28 28 9 29 27 19 28 32 22 34 6 15 6 65 138 67 34 22 35 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 02:35:00 60 903919 757794 835123 939329 820500 874220 939147 813739 871951 902224 804810 850940 844919 849884 891915 656997 904640 913308 713190 910616 913013 3780 1211 4991 101325 21.11 0.0 28 40 0 0 10 10 00000 29 28 61 31 23 21 25 33 24 34 20 26 21 32 13 34 -6 -28 -6 32 73 33 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 02:36:00 60 903953 757791 835154 939344 820498 874231 939196 813760 871995 902307 804861 850998 844924 849879 891922 657056 904693 913378 713264 910691 913105 3780 1213 4993 101325 21.11 0.0 29 41 0 0 10 10 00000 29 31 1 33 17 10 18 27 6 29 34 87 35 15 -8 16 54 72 56 40 18 41 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 02:37:00 60 903863 757691 835050 939275 820416 874163 939137 813705 871928 902222 804763 850923 844902 849838 891882 656974 904589 913268 713160 910566 912977 3780 1213 4993 101325 21.11 0.0 28 41 0 0 10 10 00000 29 24 57 26 25 13 26 5 45 5 32 -22 34 29 77 30 -17 -24 -18 -16 -33 -16 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 02:38:00 60 903872 757668 835054 939264 820386 874150 939125 813676 871914 902233 804758 850932 844876 849803 891850 656954 904540 913234 713153 910535 912959 3780 1213 4993 101325 21.11 0.0 29 39 0 0 10 10 00000 28 30 12 32 23 9 24 24 11 25 22 6 22 14 21 14 41 37 42 46 58 47 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 02:39:00 60 903844 757631 835031 939284 820378 874150 939145 813674 871929 902249 804777 850944 844874 849791 891852 656989 904582 913281 713194 910584 913020 3780 1212 4992 101325 21.11 100.0 28 41 0 0 10 10 00000 29 13 -8 14 29 62 31 25 13 26 -7 13 -7 15 -19 16 12 10 12 7 -55 7 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 02:40:00 60 903835 757611 835022 939280 820369 874152 939133 813649 871909 902267 804774 850956 844865 849776 891843 656969 904543 913249 713136 910509 912945 3780 1213 4993 101325 21.11 100.0 28 40 0 0 10 10 00000 29 12 2 13 6 -19 7 19 33 19 28 21 29 9 -2 10 22 25 23 2 5 2 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 02:41:00 60 903924 757644 835083 939351 820405 874209 939173 813663 871944 902348 804838 851028 844944 849835 891923 657017 904600 913309 713234 910614 913057 3780 1213 4993 101325 21.11 0.0 28 39 0 0 10 10 00000 29 40 58 44 30 30 31 26 8 27 12 19 12 32 16 33 18 40 18 42 87 43 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 02:42:00 60 903835 757559 835000 939269 820324 874128 939125 813604 871890 902294 804777 850975 844856 849737 891826 656943 904493 913209 713149 910493 912940 3780 1213 4993 101325 21.11 0.0 29 41 0 0 10 10 00000 29 10 2 11 11 16 11 22 35 23 19 9 19 15 19 15 10 -17 10 26 53 26 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 02:43:00 60 903819 757537 834987 939269 820303 874108 939119 813574 871880 902293 804745 850948 844877 849742 891838 656944 904483 913200 713131 910479 912927 3780 1213 4993 101325 21.11 0.0 29 40 0 0 10 10 00000 29 8 -5 9 24 67 25 31 16 33 45 112 47 25 47 26 22 62 23 -19 -65 -19 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 02:44:00 60 903844 757528 834988 939275 820300 874135 939142 813579 871888 902320 804755 850982 844882 849736 891853 656969 904512 913239 713188 910531 912987 3780 1213 4993 101325 21.11 0.0 28 41 0 0 10 10 00000 29 29 61 31 9 -71 10 19 49 20 21 -37 21 17 -45 18 10 -25 11 43 84 44 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 02:45:00 60 903819 757487 834973 939261 820264 874102 939143 813568 871891 902284 804719 850944 844864 849699 891813 656935 904442 913177 713140 910470 912934 3780 1213 4993 101325 21.11 0.0 28 41 0 0 10 10 00000 29 19 -22 21 27 66 29 15 -8 16 6 17 6 29 96 30 45 88 46 -1 -54 -1 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 02:46:00 60 903838 757484 834974 939243 820234 874090 939116 813535 871864 902301 804708 850957 844861 849696 891825 656966 904480 913223 713161 910470 912947 3780 1213 4993 101325 21.11 0.0 29 39 0 0 10 10 00000 29 18 45 20 16 -16 17 12 7 13 38 13 40 0 -69 0 9 -17 9 56 89 57 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 02:47:00 60 903837 757464 834968 939261 820229 874093 939106 813515 871850 902293 804695 850954 844871 849690 891824 656947 904437 913202 713155 910466 912938 3780 1213 4993 101325 21.11 0.0 29 41 0 0 10 10 00000 29 19 14 20 24 46 25 14 17 15 9 -19 9 25 53 26 33 -32 33 -8 9 -8 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 02:48:00 60 903813 757415 834933 939250 820192 874071 939119 813506 871850 902326 804719 850975 844869 849667 891807 656934 904418 913176 713148 910454 912934 3780 1213 4993 101325 21.11 100.0 28 40 0 0 10 10 00000 29 28 35 30 31 39 33 26 45 27 8 43 8 32 68 34 2 47 2 6 -32 7 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 02:49:00 60 903887 757445 834981 939304 820226 874117 939153 813527 871889 902405 804768 851042 844928 849720 891864 657023 904525 913292 713189 910485 912978 3780 1212 4992 101325 21.11 0.0 28 39 0 0 10 10 00000 29 31 56 34 15 14 16 11 -27 11 31 32 33 10 24 10 30 46 31 44 55 45 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 02:50:00 60 903794 757347 834901 939249 820156 874068 939115 813469 871835 902342 804692 850976 844862 849642 891798 656939 904402 913171 713146 910424 912918 3780 1213 4993 101325 21.11 100.0 29 41 0 0 10 10 00000 28 19 -16 21 25 -7 26 32 69 33 29 28 30 18 -17 19 14 25 15 13 32 13 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 02:51:00 60 903874 757309 834940 939296 820099 874078 939128 813398 871833 902404 804684 851014 844916 849630 891838 656963 904398 913201 713170 910420 912942 3780 1213 4993 101325 21.11 59.1 29 40 0 0 10 10 00000 29 102 96 110 112 112 118 104 52 109 92 88 96 102 78 106 72 20 73 72 43 73 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 02:52:00 60 903860 757275 834915 939290 820072 874067 939156 813393 871853 902421 804670 851023 844927 849622 891844 657007 904435 913247 713197 910441 912973 3780 1214 4994 101325 21.11 0.0 29 41 0 0 10 10 00000 28 22 33 23 25 18 26 37 22 39 42 30 44 29 26 30 46 90 47 28 23 29 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 02:53:00 60 903834 757228 834892 939253 820009 874022 939131 813356 871813 902388 804626 850985 844895 849580 891813 656962 904360 913176 713159 910388 912929 3780 1214 4994 101325 21.11 100.0 29 41 0 0 10 10 00000 29 24 -3 27 35 35 37 19 62 20 21 29 22 15 -13 16 25 50 26 9 -30 9 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 02:54:00 60 903860 757224 834901 939289 820023 874052 939140 813344 871815 902413 804634 851011 844891 849556 891791 656973 904369 913198 713158 910361 912912 3780 1213 4993 101325 21.11 0.0 29 39 0 0 10 10 00000 29 25 41 27 20 12 21 25 23 26 21 -10 22 31 81 32 12 -40 12 53 101 55 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 02:55:00 60 903838 757179 834871 939280 820011 874042 939141 813329 871814 902430 804636 851024 844906 849553 891815 656986 904380 913201 713166 910373 912935 3780 1212 4992 101325 21.11 0.0 28 41 0 0 10 10 00000 29 26 27 28 5 5 5 20 7 21 19 13 20 28 -37 29 13 90 14 -4 -82 -4 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 02:56:00 60 903832 757148 834852 939238 819939 873986 939117 813285 871790 902410 804610 851008 844905 849544 891799 656960 904314 913157 713143 910335 912897 3780 1212 4992 101325 21.11 100.0 28 40 0 0 10 10 00000 29 25 37 27 40 56 42 29 6 31 12 -12 12 12 69 13 58 47 60 18 55 18 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 02:57:00 60 903847 757134 834870 939275 819958 874027 939164 813305 871824 902495 804664 851077 844920 849549 891824 656975 904331 913177 713186 910385 912953 3780 1212 4992 101325 21.11 52.9 28 39 0 0 10 10 00000 29 26 -11 28 15 -22 16 26 36 28 32 48 33 16 -42 16 7 5 7 10 -6 10 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 02:58:00 60 903817 757091 834821 939240 819905 873976 939104 813238 871750 902385 804543 850960 844897 849510 891789 656940 904274 913135 713119 910282 912853 3780 1214 4994 101325 21.11 0.0 28 41 0 0 10 10 00000 29 17 58 19 26 61 27 19 67 20 33 57 35 24 49 25 17 -40 17 36 92 37 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 02:59:00 60 903816 757061 834814 939222 819868 873962 939105 813221 871764 902417 804570 850999 844865 849462 891757 656935 904260 913120 713124 910269 912857 3780 1214 4994 101325 21.11 0.0 29 40 0 0 10 10 00000 29 28 17 31 24 -9 26 23 -48 24 2 -38 2 24 -8 25 14 48 14 40 15 41 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 03:00:00 60 903822 757043 834821 939260 819883 873982 939120 813216 871769 902479 804604 851045 844924 849503 891806 656986 904314 913181 713193 910351 912947 3780 1213 4993 101325 21.11 68.1 29 41 0 0 10 10 00000 29 22 -4 24 21 51 22 23 33 24 31 53 32 28 61 29 31 59 32 13 -11 13 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 03:01:00 60 903809 756999 834797 939231 819836 873954 939085 813181 871731 902430 804552 850993 844856 849431 891737 656936 904238 913109 713124 910259 912858 3780 1214 4994 101325 21.11 100.0 29 41 0 0 10 10 00000 29 32 33 35 25 3 26 6 20 6 12 25 13 6 -13 6 14 15 14 8 4 8 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 03:02:00 60 903853 757015 834830 939264 819831 873969 939130 813186 871773 902485 804571 851031 844920 849468 891788 656953 904263 913147 713157 910291 912895 3780 1212 4992 101325 21.11 87.5 28 39 0 0 10 10 00000 29 20 21 22 38 52 41 43 -1 45 44 60 46 42 76 44 -3 -86 -3 21 34 21 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 03:03:00 60 903804 756952 834769 939235 819797 873948 939111 813148 871738 902482 804559 851040 844907 849448 891781 656955 904242 913133 713144 910257 912858 3780 1212 4992 101325 21.11 0.0 28 41 0 0 10 10 00000 29 21 43 23 10 -20 10 27 64 29 14 -51 14 11 -31 11 46 100 47 36 131 37 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 03:04:00 60 903805 756919 834765 939252 819779 873939 939105 813124 871723 902484 804538 851024 844876 849408 891735 656937 904203 913098 713136 910242 912854 3780 1213 4993 101325 21.11 100.0 29 40 0 0 10 10 00000 29 33 14 36 37 83 39 24 35 25 33 77 35 14 61 14 27 59 28 10 -40 10 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 03:05:00 60 903874 756952 834820 939276 819783 873972 939157 813154 871763 902590 804624 851115 844968 849487 891834 657034 904319 913234 713215 910325 912949 3780 1213 4993 101325 21.11 0.0 29 39 0 0 10 10 00000 28 24 24 26 19 -35 20 19 31 20 12 38 13 21 -9 22 34 -7 35 37 39 38 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 03:06:00 60 903801 756866 834751 939252 819738 873922 939099 813089 871713 902462 804495 850991 844873 849367 891729 656911 904148 913062 713103 910184 912813 3780 1212 4992 101325 21.11 0.0 28 41 0 0 10 10 00000 29 24 4 26 27 92 29 19 -14 20 22 14 23 38 22 39 3 6 3 -4 -47 -4 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 03:07:00 60 903781 756833 834720 939221 819692 873902 939093 813068 871693 902481 804498 851007 844881 849368 891732 656927 904153 913079 713099 910163 912797 3780 1212 4992 101325 21.11 0.0 28 40 0 0 10 10 00000 29 16 34 17 22 -29 23 20 53 21 20 8 21 11 25 11 33 31 34 33 70 34 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 03:08:00 60 903800 756827 834728 939232 819684 873904 939098 813047 871684 902507 804500 851019 844875 849341 891717 656940 904155 913088 713100 910152 912801 3780 1213 4993 101325 21.11 0.0 28 41 0 0 10 10 00000 29 21 26 23 20 27 21 32 50 34 31 54 32 32 40 34 31 54 31 25 -17 26 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 03:09:00 60 903773 756779 834697 939233 819667 873892 939083 813030 871691 902488 804487 851018 844857 849318 891698 656905 904101 913037 713056 910089 912748 3780 1213 4993 101325 21.11 46.8 28 41 0 0 10 10 00000 29 25 17 27 20 43 21 5 -77 5 -6 -73 -6 8 0 8 11 14 12 14 -21 15 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 03:10:00 60 903810 756781 834724 939251 819672 873912 939095 813025 871683 902513 804494 851040 844886 849340 891724 656941 904144 913089 713133 910184 912842 3780 1213 4993 101325 21.11 84.3 28 38 0 0 10 10 00000 29 28 20 30 12 -11 13 20 71 20 22 7 23 11 21 11 13 -12 13 7 29 7 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 03:11:00 60 903795 756760 834711 939256 819650 873904 939095 813001 871675 902573 804519 851078 844928 849358 891761 656943 904129 913078 713117 910163 912823 3780 1213 4993 101325 21.11 100.0 28 41 0 0 10 10 00000 29 8 -2 9 30 42 32 30 30 32 41 80 43 37 34 39 34 82 35 1 -10 1 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 03:12:00 60 903795 756736 834693 939250 819625 873895 939110 812997 871682 902563 804494 851062 844897 849321 891733 656941 904119 913072 713138 910161 912831 3780 1213 4993 101325 21.11 0.0 28 40 0 0 10 10 00000 29 23 49 25 23 11 24 22 26 23 23 28 24 9 -22 9 14 19 14 60 122 61 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 03:13:00 60 903841 756753 834727 939268 819623 873912 939120 812995 871694 902622 804527 851112 844943 849354 891785 656948 904131 913091 713128 910155 912835 3780 1212 4992 101325 21.11 0.0 28 40 0 0 10 10 00000 28 21 23 23 20 -1 21 14 -10 14 29 24 30 20 -16 21 -5 -55 -5 -14 -108 -14 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 03:14:00 60 903789 756684 834666 939257 819591 873887 939093 812947 871659 902565 804463 851051 844906 849296 891715 656922 904075 913051 713091 910079 912766 3780 1213 4993 101325 21.11 0.0 28 41 0 0 10 10 00000 29 25 36 27 26 49 27 31 37 33 19 31 20 32 142 33 39 23 40 60 139 61 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 03:15:00 60 903802 756676 834669 939244 819567 873875 939116 812941 871670 902583 804466 851065 844912 849295 891722 656930 904071 913047 713090 910076 912770 3780 1214 4994 101325 21.11 100.0 28 40 0 0 10 10 00000 29 18 25 20 14 0 15 33 38 34 19 13 20 11 -3 11 29 90 30 4 -34 4 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 03:16:00 60 903762 756627 834633 939227 819527 873855 939078 812902 871636 902574 804437 851055 844878 849251 891699 656919 904044 913037 713091 910069 912769 3780 1214 4994 101325 21.11 70.9 29 41 0 0 10 10 00000 29 15 -3 16 29 14 30 8 -5 8 31 6 32 15 -59 16 23 -32 23 17 15 18 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 03:17:00 60 903782 756461 834647 939229 819372 873852 939093 812766 871646 902590 804303 851057 844890 849142 891706 656939 903975 913049 713111 910000 912784 3780 1213 4993 101325 21.11 0.0 28 41 0 0 10 10 00000 28 177 12 192 178 16 188 189 14 198 216 56 225 187 26 194 186 94 191 196 68 201 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 03:18:00 60 903815 756469 834664 939249 819364 873865 939124 812767 871651 902621 804324 851084 844929 849159 891746 656951 903982 913078 713132 910022 912805 3780 1213 4993 101325 21.11 100.0 28 38 0 0 10 10 00000 29 19 37 21 29 19 31 33 88 34 10 10 10 34 5 35 18 -73 19 10 38 10 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 03:19:00 60 903763 756395 834605 939203 819299 873816 939076 812712 871608 902566 804260 851019 844891 849106 891697 656926 903943 913035 713097 909962 912762 3780 1213 4993 101325 21.11 0.0 29 41 0 0 10 10 00000 29 30 30 32 28 21 30 17 -6 18 22 56 23 23 41 24 9 49 9 32 -12 33 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 03:20:00 60 903778 756382 834608 939208 819287 873806 939096 812705 871620 902586 804265 851044 844861 849054 891650 656902 903897 912998 713073 909925 912732 3780 1214 4994 101325 21.11 44.7 28 40 0 0 10 10 00000 29 25 30 27 19 49 20 31 24 32 19 -26 19 34 70 35 25 22 26 13 -5 14 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 03:21:00 60 903772 756355 834593 939231 819275 873821 939093 812679 871601 902627 804273 851067 844893 849076 891681 656931 903916 913022 713110 909956 912762 3780 1213 4993 101325 21.11 11.9 29 41 0 0 10 10 00000 29 21 26 23 37 21 39 30 60 31 42 67 43 16 13 16 40 97 41 34 112 34 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 03:22:00 60 903780 756328 834592 939213 819239 873790 939093 812671 871606 902621 804261 851062 844883 849039 891666 656894 903871 912985 713106 909943 912760 3780 1213 4993 101325 21.11 44.9 29 41 0 0 10 10 00000 28 33 23 35 23 47 24 10 -18 11 10 -3 10 42 20 43 -11 -86 -12 16 -20 17 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 03:23:00 60 903745 756273 834557 939214 819215 873784 939084 812636 871588 902628 804256 851069 844879 849033 891667 656891 903850 912972 713097 909925 912756 3780 1214 4994 101325 21.11 100.0 28 40 0 0 10 10 00000 29 25 7 27 28 23 30 35 36 36 16 -2 17 3 -24 3 33 52 33 14 -48 14 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 03:24:00 60 903810 756293 834600 939254 819227 873809 939094 812634 871596 902663 804272 851100 844919 849053 891691 656932 903887 913027 713101 909933 912754 3780 1212 4992 101325 21.11 0.0 28 41 0 0 10 10 00000 29 33 47 36 26 41 28 14 5 14 22 9 23 31 84 32 37 12 38 -6 46 -6 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 03:25:00 60 903769 756231 834554 939240 819194 873801 939108 812617 871597 902656 804249 851096 844888 849010 891663 656943 903881 913019 713078 909879 912719 3780 1212 4992 101325 21.11 0.0 29 41 0 0 10 10 00000 29 27 22 29 24 -17 25 37 44 39 24 -11 25 18 -22 19 41 139 42 51 36 52 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 03:26:00 60 903790 756220 834558 939232 819173 873782 939095 812584 871572 902666 804231 851089 844901 849002 891669 656942 903874 913028 713088 909876 912724 3780 1213 4993 101325 21.11 0.0 28 38 0 0 10 10 00000 29 28 42 30 16 38 17 28 48 29 39 70 41 33 35 34 11 -62 11 33 50 33 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 03:27:00 60 903796 756200 834556 939254 819160 873789 939125 812595 871598 902722 804278 851148 844905 848990 891667 656945 903876 913027 713114 909891 912750 3780 1213 4993 101325 21.11 0.4 28 41 0 0 10 10 00000 29 24 21 26 37 45 39 19 7 20 4 -27 4 25 28 26 4 31 4 38 47 39 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
2018/08/24 03:28:00 60 903743 756131 834499 939231 819118 873769 939082 812536 871549 902693 804224 851103 844891 848970 891649 656926 903835 912995 713080 909847 912701 3780 1214 4994 101325 21.11 100.0 28 40 0 0 10 10 00000 29 24 22 26 25 -5 26 28 34 29 41 76 43 9 15 9 29 33 29 1 35 1 0.007421013 0.007529292 0.007706845 0.008055317 0.008324913 0.008867839 0.009096367 35
